customer_id,customer_email,customer_name,customer_joined,order_id,order_date,order_status,product_id,product_name,product_category,quantity,unit_price,total_price
11,paula94@example.net,Mark Beard,2026-03-04T20:05:46.229Z,52608,2026-03-08T14:06:53.183Z,pending,4342,Awesome Plastic Sausages,Books,6,761.05,4566.30
12,gstewart@example.org,Gary Marquez,2026-03-04T20:05:46.229Z,44830,2026-03-06T10:36:14.423Z,delivered,2184,Luxurious Concrete Computer,Books,2,383.07,766.14
13,mcknightcandice@example.org,Isaiah Davis,2026-03-04T20:05:46.229Z,39157,2026-03-06T10:36:14.211Z,pending,2562,Electronic Metal Car,Sports,5,710.47,3552.35
14,ortizmichael@example.net,Sean Nelson,2026-03-04T20:05:46.229Z,37268,2026-03-06T10:36:14.126Z,processing,1915,Refined Steel Keyboard,Clothing,2,39.75,79.50
15,riveraryan@example.net,Michael Warren,2026-03-04T20:05:46.229Z,47322,2026-03-06T10:36:14.548Z,processing,174,Luxurious Concrete Towels,Beauty & Health,3,180.64,541.92
16,bwilliams@example.com,David Thomas,2026-03-04T20:05:46.229Z,53012,2026-03-10T17:25:03.262Z,pending,3270,Licensed Frozen Towels,Home & Garden,7,862.04,6034.28
17,randydavis@example.com,Theodore Gutierrez,2026-03-04T20:05:46.229Z,32244,2026-03-06T10:36:13.911Z,shipped,1656,Fantastic Frozen Tuna,Sports,4,908.96,3635.84
18,ortizcindy@example.net,Alex Owen,2026-03-04T20:05:46.229Z,34747,2026-03-06T10:36:13.994Z,delivered,2027,Gorgeous Fresh Table,Beauty & Health,1,709.74,709.74
19,xmullen@example.com,Cynthia White,2026-03-04T20:05:46.229Z,53073,2026-03-11T10:20:58.072Z,pending,2918,Generic Granite Gloves,Books,6,937.38,5624.28
20,nross@example.com,Eric Harrison,2026-03-04T20:05:46.229Z,53223,2026-03-17T13:49:37.341Z,pending,3811,Elegant Bronze Shoes,Electronics,8,431.64,3453.12
21,gabriella36@example.org,Stacy Martin,2026-03-04T20:05:46.229Z,52810,2026-03-10T15:25:16.152Z,pending,690,Ergonomic Soft Gloves,Sports,6,30.60,183.60
22,pamela72@example.org,Vickie Stewart,2026-03-04T20:05:46.229Z,46680,2026-03-06T10:36:14.507Z,delivered,1346,Handcrafted Cotton Shoes,Beauty & Health,1,866.65,866.65
23,jessica28@example.org,Kimberly Allison,2026-03-04T20:05:46.229Z,5734,2026-03-06T10:36:12.761Z,shipped,4401,Intelligent Cotton Pants,Electronics,3,730.45,2191.35
24,pcallahan@example.net,Lori Smith,2026-03-04T20:05:46.229Z,46630,2026-03-06T10:36:14.507Z,shipped,3465,Oriental Concrete Car,Sports,7,915.89,6411.23
25,ythomas@example.org,Leslie Garcia,2026-03-04T20:05:46.229Z,45527,2026-03-06T10:36:14.465Z,shipped,982,Sleek Frozen Gloves,Clothing,5,989.82,4949.10
26,moralestina@example.com,Paul Barnett,2026-03-04T20:05:46.229Z,23999,2026-03-06T10:36:13.525Z,delivered,2165,Luxurious Concrete Shirt,Beauty & Health,7,738.94,5172.58
27,matthewwallace@example.org,Sandra Johnson,2026-03-04T20:05:46.229Z,35083,2026-03-06T10:36:14.036Z,delivered,4663,Refined Granite Bacon,Clothing,7,378.22,2647.54
28,nelsonjonathan@example.net,David Yang,2026-03-04T20:05:46.229Z,45155,2026-03-06T10:36:14.465Z,processing,1562,Incredible Granite Sausages,Sports,3,640.30,1920.90
29,kevin72@example.net,Ricardo Diaz,2026-03-04T20:05:46.229Z,42689,2026-03-06T10:36:14.337Z,shipped,3147,Tasty Bronze Keyboard,Beauty & Health,10,341.49,3414.90
30,jerry74@example.org,Kathryn Walters,2026-03-04T20:05:46.229Z,13923,2026-03-06T10:36:13.090Z,processing,4567,Fantastic Soft Chips,Food & Beverage,2,82.07,164.14
31,ashleyfoster@example.org,Bill Huffman,2026-03-04T20:05:46.229Z,47814,2026-03-06T10:36:14.548Z,shipped,479,Awesome Wooden Computer,Beauty & Health,3,714.18,2142.54
32,wperez@example.net,Kelsey Paul,2026-03-04T20:05:46.229Z,30601,2026-03-06T10:36:13.823Z,processing,3979,Ergonomic Bronze Sausages,Clothing,6,990.21,5941.26
33,shepherdmichael@example.net,Tiffany Grant,2026-03-04T20:05:46.229Z,35262,2026-03-06T10:36:14.036Z,pending,2688,Modern Steel Table,Clothing,2,487.34,974.68
34,pennywilliams@example.org,Jennifer Garrett,2026-03-04T20:05:46.229Z,41825,2026-03-06T10:36:14.295Z,shipped,3461,Awesome Cotton Ball,Toys,5,336.07,1680.35
35,jacob92@example.net,Eric Miller,2026-03-04T20:05:46.229Z,46161,2026-03-06T10:36:14.507Z,processing,2767,Luxurious Fresh Bike,Toys,8,914.26,7314.08
36,kstephens@example.net,Daniel Herrera,2026-03-04T20:05:46.229Z,14256,2026-03-06T10:36:13.129Z,processing,3487,Recycled Concrete Shoes,Clothing,5,142.42,712.10
37,jeffrey41@example.org,Nathan Taylor,2026-03-04T20:05:46.229Z,44837,2026-03-06T10:36:14.423Z,pending,3669,Handcrafted Rubber Hat,Sports,8,803.04,6424.32
38,richardmccann@example.org,Joshua Good,2026-03-04T20:05:46.229Z,47566,2026-03-06T10:36:14.548Z,processing,1904,Generic Rubber Chips,Toys,7,470.62,3294.34
39,williamwhite@example.com,Johnny Weber,2026-03-04T20:05:46.229Z,24366,2026-03-06T10:36:13.567Z,processing,3542,Elegant Fresh Shirt,Home & Garden,4,86.05,344.20
40,ylewis@example.net,Timothy Johnston,2026-03-04T20:05:46.229Z,49275,2026-03-06T10:36:14.644Z,shipped,1316,Modern Frozen Chips,Books,4,838.70,3354.80
41,stewartkayla@example.com,Sean Alvarez,2026-03-04T20:05:46.229Z,36008,2026-03-06T10:36:14.077Z,processing,1607,Handcrafted Fresh Fish,Home & Garden,3,758.60,2275.80
42,vdeleon@example.com,Stephanie Bowers,2026-03-04T20:05:46.229Z,34514,2026-03-06T10:36:13.994Z,pending,9,Refined Bronze Pants,Food & Beverage,3,471.15,1413.45
43,xkennedy@example.com,Michael Williams,2026-03-04T20:05:46.229Z,38393,2026-03-06T10:36:14.169Z,processing,2143,Rustic Fresh Bacon,Books,8,920.91,7367.28
44,leesamantha@example.net,Joseph Woodard,2026-03-04T20:05:46.229Z,48366,2026-03-06T10:36:14.588Z,delivered,31,Handmade Plastic Gloves,Toys,7,795.97,5571.79
45,ccarr@example.com,George Lee,2026-03-04T20:05:46.229Z,48537,2026-03-06T10:36:14.588Z,pending,1807,Handmade Steel Gloves,Clothing,5,735.08,3675.40
46,kirk93@example.org,Tanya Gibbs,2026-03-04T20:05:46.229Z,27053,2026-03-06T10:36:13.693Z,shipped,619,Modern Plastic Computer,Food & Beverage,5,737.66,3688.30
47,paulmassey@example.net,Luis George,2026-03-04T20:05:46.229Z,49335,2026-03-06T10:36:14.644Z,shipped,1192,Fantastic Metal Shirt,Electronics,9,537.72,4839.48
48,anthonycross@example.net,Amanda Powers,2026-03-04T20:05:46.229Z,48335,2026-03-06T10:36:14.588Z,shipped,2396,Generic Metal Fish,Clothing,10,241.22,2412.20
49,anthony02@example.com,Tracey Smith,2026-03-04T20:05:46.229Z,38743,2026-03-06T10:36:14.169Z,shipped,1279,Modern Concrete Bike,Electronics,1,669.71,669.71
50,lhuffman@example.com,Matthew Gardner,2026-03-04T20:05:46.229Z,47386,2026-03-06T10:36:14.548Z,delivered,4227,Recycled Bronze Chicken,Electronics,2,746.53,1493.06
51,christinaarroyo@example.org,Holly Campbell,2026-03-04T20:05:46.229Z,31332,2026-03-06T10:36:13.867Z,shipped,55,Licensed Soft Pants,Books,3,151.40,454.20
52,kirstenmarshall@example.org,Kenneth Smith,2026-03-04T20:05:46.229Z,41844,2026-03-06T10:36:14.295Z,pending,3542,Elegant Fresh Shirt,Home & Garden,9,920.76,8286.84
53,david25@example.org,Rachel Villanueva,2026-03-04T20:05:46.229Z,49382,2026-03-06T10:36:14.644Z,delivered,4026,Oriental Wooden Hat,Toys,10,592.02,5920.20
54,karenbailey@example.org,Daniel Bernard,2026-03-04T20:05:46.229Z,48196,2026-03-06T10:36:14.588Z,delivered,131,Rustic Concrete Computer,Books,6,233.23,1399.38
55,angela92@example.net,Brenda Perez DDS,2026-03-04T20:05:46.229Z,45988,2026-03-06T10:36:14.465Z,pending,4978,Intelligent Metal Tuna,Home & Garden,1,24.91,24.91
56,cbenton@example.com,Robert Davis,2026-03-04T20:05:46.229Z,46786,2026-03-06T10:36:14.507Z,delivered,3025,Oriental Wooden Gloves,Electronics,10,468.70,4687.00
57,smithsarah@example.com,Kristen Weaver,2026-03-04T20:05:46.229Z,46865,2026-03-06T10:36:14.507Z,shipped,2995,Practical Fresh Shoes,Food & Beverage,3,559.36,1678.08
58,janetcurtis@example.com,Samuel Adkins,2026-03-04T20:05:46.229Z,32428,2026-03-06T10:36:13.911Z,shipped,1441,Modern Steel Table,Electronics,3,94.99,284.97
59,dawn50@example.net,Robert Thompson,2026-03-04T20:05:46.229Z,45108,2026-03-06T10:36:14.465Z,shipped,131,Rustic Concrete Computer,Books,1,607.80,607.80
60,troythomas@example.net,Janet Torres,2026-03-04T20:05:46.229Z,41915,2026-03-06T10:36:14.295Z,delivered,1209,Electronic Steel Shoes,Clothing,4,952.53,3810.12
61,angela40@example.org,Debbie Robinson,2026-03-04T20:05:46.229Z,27254,2026-03-06T10:36:13.693Z,delivered,4753,Bespoke Bronze Pants,Electronics,2,298.65,597.30
62,williamschristopher@example.net,Laura Fuller,2026-03-04T20:05:46.229Z,48987,2026-03-06T10:36:14.588Z,shipped,1210,Luxurious Steel Chair,Clothing,6,680.10,4080.60
63,pfleming@example.com,Joshua Mays,2026-03-04T20:05:46.229Z,18653,2026-03-06T10:36:13.318Z,shipped,731,Luxurious Soft Towels,Clothing,2,41.60,83.20
64,chris01@example.net,James Simpson,2026-03-04T20:05:46.229Z,42615,2026-03-06T10:36:14.337Z,pending,3657,Ergonomic Fresh Pizza,Toys,10,969.96,9699.60
65,alvaradojohn@example.org,Steven Ford,2026-03-04T20:05:46.229Z,38744,2026-03-06T10:36:14.169Z,shipped,4218,Bespoke Bronze Cheese,Home & Garden,7,608.97,4262.79
66,hcardenas@example.net,Daniel Parrish,2026-03-04T20:05:46.229Z,48875,2026-03-06T10:36:14.588Z,pending,897,Intelligent Rubber Soap,Books,8,762.09,6096.72
67,oramirez@example.org,Mary Medina,2026-03-04T20:05:46.229Z,44597,2026-03-06T10:36:14.423Z,delivered,3068,Handcrafted Fresh Chair,Clothing,10,374.12,3741.20
68,jenniferalexander@example.org,Andrew Chapman,2026-03-04T20:05:46.229Z,44040,2026-03-06T10:36:14.423Z,pending,1361,Bespoke Bronze Chips,Toys,2,262.26,524.52
69,mccoyvicki@example.net,John Garcia,2026-03-04T20:05:46.229Z,36857,2026-03-06T10:36:14.077Z,shipped,2031,Fantastic Steel Chips,Beauty & Health,3,325.30,975.90
71,tmarquez@example.com,Lynn Shields,2026-03-04T20:05:46.229Z,49557,2026-03-06T10:36:14.644Z,delivered,1870,Intelligent Bronze Shirt,Books,2,383.91,767.82
72,dunnandrea@example.net,Shawn Navarro,2026-03-04T20:05:46.229Z,47727,2026-03-06T10:36:14.548Z,processing,3922,Fantastic Soft Table,Sports,7,551.55,3860.85
73,smithnicole@example.com,Chad Ingram,2026-03-04T20:05:46.229Z,38114,2026-03-06T10:36:14.169Z,shipped,2722,Unbranded Granite Fish,Electronics,6,739.15,4434.90
74,mark14@example.net,Shawn Haley,2026-03-04T20:05:46.229Z,35910,2026-03-06T10:36:14.036Z,shipped,461,Unbranded Frozen Ball,Home & Garden,4,739.16,2956.64
75,amy08@example.com,Bridget Lee,2026-03-04T20:05:46.229Z,37931,2026-03-06T10:36:14.126Z,delivered,4148,Modern Metal Chicken,Electronics,6,40.77,244.62
76,orobinson@example.com,Rebecca Rodriguez,2026-03-04T20:05:46.229Z,35164,2026-03-06T10:36:14.036Z,shipped,2193,Electronic Wooden Sausages,Sports,9,479.95,4319.55
77,jennypierce@example.com,Claudia Gilbert,2026-03-04T20:05:46.229Z,40608,2026-03-06T10:36:14.254Z,shipped,2835,Rustic Steel Chips,Home & Garden,7,834.73,5843.11
78,cassandra67@example.com,Brian Jones,2026-03-04T20:05:46.229Z,42047,2026-03-06T10:36:14.337Z,shipped,2487,Generic Fresh Salad,Toys,7,131.28,918.96
79,gramirez@example.com,Alexander Kaufman,2026-03-04T20:05:46.229Z,46277,2026-03-06T10:36:14.507Z,processing,4227,Recycled Bronze Chicken,Electronics,7,4.20,29.40
80,rebeccabaker@example.net,Erik Williams DDS,2026-03-04T20:05:46.229Z,48491,2026-03-06T10:36:14.588Z,processing,1597,Recycled Soft Bacon,Sports,3,14.73,44.19
81,christinachavez@example.net,John Bray,2026-03-04T20:05:46.229Z,46384,2026-03-06T10:36:14.507Z,pending,4369,Oriental Frozen Fish,Clothing,4,595.84,2383.36
82,andrew04@example.com,Brent Johnson,2026-03-04T20:05:46.229Z,19779,2026-03-06T10:36:13.358Z,processing,584,Gorgeous Bronze Bike,Books,9,621.33,5591.97
83,wusamuel@example.net,David Garner,2026-03-04T20:05:46.229Z,49730,2026-03-06T10:36:14.644Z,delivered,4100,Rustic Fresh Gloves,Books,5,941.15,4705.75
84,dunnvictoria@example.com,Zachary Hall,2026-03-04T20:05:46.229Z,32210,2026-03-06T10:36:13.911Z,delivered,14,Recycled Plastic Pizza,Beauty & Health,10,509.23,5092.30
85,gibsonricardo@example.org,Larry Torres,2026-03-04T20:05:46.229Z,43172,2026-03-06T10:36:14.382Z,processing,2280,Gorgeous Fresh Table,Clothing,4,552.63,2210.52
86,skelley@example.com,Heather Lewis,2026-03-04T20:05:46.229Z,35186,2026-03-06T10:36:14.036Z,processing,4711,Elegant Cotton Pizza,Electronics,2,349.51,699.02
87,sharonhuff@example.org,Michael Zimmerman,2026-03-04T20:05:46.229Z,45387,2026-03-06T10:36:14.465Z,delivered,3047,Elegant Bronze Car,Sports,7,878.20,6147.40
88,danielle53@example.org,Jessica Craig,2026-03-04T20:05:46.229Z,45776,2026-03-06T10:36:14.465Z,shipped,2143,Rustic Fresh Bacon,Books,4,816.21,3264.84
89,reneejimenez@example.org,Emily Foley,2026-03-04T20:05:46.229Z,44612,2026-03-06T10:36:14.423Z,shipped,3494,Sleek Fresh Tuna,Electronics,2,718.77,1437.54
90,taylormichael@example.com,Joshua Riley,2026-03-04T20:05:46.229Z,49724,2026-03-06T10:36:14.644Z,shipped,226,Handmade Frozen Gloves,Sports,10,132.39,1323.90
91,harrisonbeth@example.org,Julian Lopez,2026-03-04T20:05:46.229Z,49446,2026-03-06T10:36:14.644Z,processing,2759,Tasty Plastic Tuna,Clothing,10,394.22,3942.20
92,jenniferwalker@example.org,Dana Brooks,2026-03-04T20:05:46.229Z,30070,2026-03-06T10:36:13.823Z,shipped,1561,Luxurious Concrete Fish,Food & Beverage,2,939.38,1878.76
93,richardblack@example.org,Brittany Taylor,2026-03-04T20:05:46.229Z,49877,2026-03-06T10:36:14.644Z,delivered,3077,Elegant Plastic Cheese,Clothing,3,590.19,1770.57
94,ncurtis@example.com,David Perry,2026-03-04T20:05:46.229Z,46931,2026-03-06T10:36:14.507Z,processing,702,Bespoke Granite Shoes,Clothing,1,118.81,118.81
95,eparker@example.org,James Winters,2026-03-04T20:05:46.229Z,46159,2026-03-06T10:36:14.507Z,processing,716,Rustic Concrete Soap,Home & Garden,9,41.73,375.57
96,davidthompson@example.org,Nicole Gray,2026-03-04T20:05:46.229Z,35810,2026-03-06T10:36:14.036Z,delivered,4796,Licensed Rubber Keyboard,Home & Garden,9,887.85,7990.65
97,torresjuan@example.net,Michelle Richardson,2026-03-04T20:05:46.229Z,35592,2026-03-06T10:36:14.036Z,pending,4487,Intelligent Metal Cheese,Books,10,468.49,4684.90
98,holly98@example.net,Brett Thompson,2026-03-04T20:05:46.229Z,17332,2026-03-06T10:36:13.276Z,delivered,3733,Handcrafted Granite Bacon,Clothing,1,551.82,551.82
99,aaron30@example.net,Kimberly Daniels,2026-03-04T20:05:46.229Z,40391,2026-03-06T10:36:14.254Z,processing,4885,Incredible Frozen Chair,Clothing,3,915.47,2746.41
100,christopher04@example.net,Lauren Proctor,2026-03-04T20:05:46.229Z,48921,2026-03-06T10:36:14.588Z,processing,3431,Luxurious Wooden Shirt,Beauty & Health,9,823.07,7407.63
101,lbrown@example.com,Thomas Moran,2026-03-04T20:05:46.229Z,33195,2026-03-06T10:36:13.953Z,processing,4629,Oriental Granite Hat,Sports,4,720.48,2881.92
